,NORMA OFICIAL MEXICANA VERIFICADA,TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,GIRO COMERCIAL,ENTIDAD,CUMPLIO?
1126,NOM-010-SCFI-1994,BASCULA,VENTA DE POLLO PARTIDO Y/O SOLEDAD SALAZAR  RODRIGUEZ,POLLERIA,DISTRITO FEDERAL,True
1127,NOM-008-SCFI-2002,BASCULA,POLLERIA YOYIS Y/O  RIVERA SALAZAR GLORIA,POLLERIA,DISTRITO FEDERAL,True
1128,NOM-010-SCFI-1994,BASCULA,POLLERIA YOYIS Y/O  RIVERA SALAZAR GLORIA,POLLERIA,DISTRITO FEDERAL,True
1129,NOM-008-SCFI-2002,BASCULA,POLLERIA ELVIRA Y/O ELVIRA GONZAGA MORALES,POLLERIA,DISTRITO FEDERAL,True
1130,NOM-010-SCFI-1994,BASCULA,POLLERIA ELVIRA Y/O ELVIRA GONZAGA MORALES,POLLERIA,DISTRITO FEDERAL,True
1131,NOM-050-SCFI-2004,JUGUETES,SEARS OPERADORA MEXICO  S.A. DE C.V.,TIENDA DEPARTAMENTAL,DISTRITO FEDERAL,False
1132,NOM-008-SCFI-2002,BASCULA,FRUTAS Y LEGUMBRES  SIN NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1133,NOM-010-SCFI-1994,BASCULA,FRUTAS Y LEGUMBRES  SIN NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1134,NOM-008-SCFI-2002,BASCULA,FRUTAS Y LEGUMBRES SIN  NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1135,NOM-010-SCFI-1994,BASCULA,FRUTAS Y LEGUMBRES SIN  NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1136,NOM-008-SCFI-2002,BASCULA,FRUTAS Y LEGUMBRES SIN NOMBRE Y/O EDUARDO ALVARADO  MARTINEZ,FRUTAS,DISTRITO FEDERAL,True
1137,NOM-010-SCFI-1994,BASCULA,FRUTAS Y LEGUMBRES SIN NOMBRE Y/O EDUARDO ALVARADO  MARTINEZ,FRUTAS,DISTRITO FEDERAL,True
1138,NOM-008-SCFI-2002,BASCULA,FRUTAS Y LEGUMBRES,FRUTAS,DISTRITO FEDERAL,True
1139,NOM-010-SCFI-1994,BASCULA,FRUTAS Y LEGUMBRES,FRUTAS,DISTRITO FEDERAL,True
1140,NOM-008-SCFI-2002,BASCULA,FRUTAS Y LEGUMBRES SIN NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1141,NOM-010-SCFI-1994,BASCULA,FRUTAS Y LEGUMBRES SIN NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1144,NOM-008-SCFI-2002,BASCULA,FRUTAS SIN NOMBRE Y/O MAURO GARFIAS RAMIREZ,FRUTAS,DISTRITO FEDERAL,True
1145,NOM-010-SCFI-1994,BASCULA,FRUTAS SIN NOMBRE Y/O MAURO GARFIAS RAMIREZ,FRUTAS,DISTRITO FEDERAL,True
1148,NOM-008-SCFI-2002,BASCULA,FRUTAS Y LEGUMBRES  TERESO,FRUTAS,DISTRITO FEDERAL,True
1149,NOM-010-SCFI-1994,BASCULA,FRUTAS Y LEGUMBRES  TERESO,FRUTAS,DISTRITO FEDERAL,True
1150,NOM-008-SCFI-2002,BASCULA,FRUTAS SIN NOMBRE Y/O MARIO SANCHEZ CASTAÑEDA,FRUTAS,DISTRITO FEDERAL,True
1151,NOM-010-SCFI-1994,BASCULA,FRUTAS SIN NOMBRE Y/O MARIO SANCHEZ CASTAÑEDA,FRUTAS,DISTRITO FEDERAL,True
1152,NOM-008-SCFI-2002,BASCULA,VERDURAS,FRUTAS,DISTRITO FEDERAL,True
1153,NOM-010-SCFI-1994,BASCULA,VERDURAS,FRUTAS,DISTRITO FEDERAL,True
1154,NOM-008-SCFI-2002,BASCULA,VERDURAS SIN NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1155,NOM-010-SCFI-1994,BASCULA,VERDURAS SIN NOMBRE,FRUTAS,DISTRITO FEDERAL,True
1156,NOM-008-SCFI-2002,BASCULA,FRUTAS,FRUTAS,DISTRITO FEDERAL,True
1157,NOM-010-SCFI-1994,BASCULA,FRUTAS,FRUTAS,DISTRITO FEDERAL,True
1162,NOM-008-SCFI-2002,BASCULA,FRUTAS  SIN NOMBRE  Y/O   CELERINO  SERRANO  ISLAS,FRUTAS,DISTRITO FEDERAL,True
1163,NOM-010-SCFI-1994,BASCULA,FRUTAS  SIN NOMBRE  Y/O   CELERINO  SERRANO  ISLAS,FRUTAS,DISTRITO FEDERAL,True
1164,NOM-008-SCFI-2002,BASCULA,FRUTAS SIN NOMBRE  Y/O JESUS  GONZALEZ NAVARRETE,FRUTAS,DISTRITO FEDERAL,True
1165,NOM-010-SCFI-1994,BASCULA,FRUTAS SIN NOMBRE  Y/O JESUS  GONZALEZ NAVARRETE,FRUTAS,DISTRITO FEDERAL,True
1166,NOM-008-SCFI-2002,BASCULA,CARNICERIA EXCELSIOR  Y/O PAULINO FLORES CALVO,CARNICERIA,DISTRITO FEDERAL,True
1167,NOM-010-SCFI-1994,BASCULA,CARNICERIA EXCELSIOR  Y/O PAULINO FLORES CALVO,CARNICERIA,DISTRITO FEDERAL,True
1170,NOM-008-SCFI-2002,BASCULA,CARNICERIA  Y TOCINERIA LA CARMELITA Y/O FERNANDO SALCEDO PEREZ,CARNICERIA,DISTRITO FEDERAL,True
1171,NOM-010-SCFI-1994,BASCULA,CARNICERIA  Y TOCINERIA LA CARMELITA Y/O FERNANDO SALCEDO PEREZ,CARNICERIA,DISTRITO FEDERAL,True
1172,NOM-004-SCFI-2006,PRENDAS DE VESTIR,DINASTIA JRïS JEANS KIDS Y/O JOSE FIDEL GUILLERMO LOPEZ HERNANDEZ,ROPA INFANTIL,DISTRITO FEDERAL,True
1173,NOM-020-SCFI-1997,CINTURON DE PIEL,C & A MEXICO  S. DE R.L.  SUC. 26 (PARQUE DELTA),ROPA PARA DAMA,DISTRITO FEDERAL,True
1174,NOM-050-SCFI-2004,UTENSILIOS  DE COCINA,ALMACENES ANFORA  S.A. DE C.V.,ARTICULOS PARA EL HOGAR,DISTRITO FEDERAL,True
1176,NOM-141-SSA1/SCFI-2012,ART. DE PERFUMERIA Y BELLEZA,PERFUMERIA SHARON   Y/O MOSHE SHARON YAZED,PERFUMERIA,DISTRITO FEDERAL,True
1177,NOM-141-SSA1/SCFI-2012,ART. DE PERFUMERIA Y BELLEZA,PERFUMERIA  KAREN,PERFUMERIA,DISTRITO FEDERAL,True
1178,NOM-020-SCFI-1997,ROPA CABALLERO,CORPORACION MISAC  S.A. DE C.V. Y/O SALVAJE TENTACION,ROPA PARA CABALLERO,DISTRITO FEDERAL,True
1179,NOM-020-SCFI-1997,ZAPATOS,COMERCIALIZADORA CADER   S.A. DE C.V.,ZAPATERIA,DISTRITO FEDERAL,True
1180,NOM-020-SCFI-1997,ZAPATOS,GRUPO LAVIRïS   S. DE R.L. DE C.V.   Y/O ZAPATERIA CONTINENTAL,ZAPATERIA,DISTRITO FEDERAL,True
1181,NOM-020-SCFI-1997,ZAPATOS,BANDOLINO    DISTRIBUIDORA RAPEL  S.A. DE C.V.,ZAPATERIA,DISTRITO FEDERAL,True
1182,NOM-033-SCFI-1994,JOYERIA,BIZZARRO,JOYERIA,DISTRITO FEDERAL,True
1183,NOM-033-SCFI-1994,JOYERIA,TOUS,JOYERIA,DISTRITO FEDERAL,True
1184,NOM-033-SCFI-1994,JOYERIA,MAXIMA DISTINCION  S.A. DE C.V.,JOYERIA,DISTRITO FEDERAL,True
1185,NOM-033-SCFI-1994,JOYERIA,CRISTAL JOYAS Y/O JOYAS PLAZA GALERIAS  S.A. DE C.V.,JOYERIA,DISTRITO FEDERAL,True
1186,NOM-033-SCFI-1994,JOYERIA,JOYERO MISTERIOS  Y/O FAUSTO JESUS  CICEÑO GONZALEZ,JOYERIA,DISTRITO FEDERAL,True
1187,NOM-033-SCFI-1994,JOYERIA,JOYERIA EXCLUSIVA CASMA Y/O GILBERTO CASTELAN MARTINEZ,JOYERIA,DISTRITO FEDERAL,True
1188,NOM-033-SCFI-1994,JOYERIA,CRISTAL JOYAS,JOYERIA,DISTRITO FEDERAL,True
1189,NOM-004-SCFI-2006,ROPA,BOUTIQUE FERNANDA,ROPA PARA DAMA,DISTRITO FEDERAL,True
1190,NOM-006-SCFI-2012,TEQUILA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,True
1191,NOM-142-SSA1-1995,TEQUILA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,True
1192,NOM-050-SCFI-2004,CEPILLOS DENTALES,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,True
1193,NOM-050-SCFI-2004,LECHE,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,True
1194,NOM-008-SCFI-2002,PRODUCTOS ALIMENTICIOS,EXPRESS TIENDAS DE ALIMENTOS BASICOS,MINI SUPER,DISTRITO FEDERAL,True
1195,NOM-010-SCFI-1994,PRODUCTOS ALIMENTICIOS,EXPRESS TIENDAS DE ALIMENTOS BASICOS,MINI SUPER,DISTRITO FEDERAL,True
1196,NOM-006-SCFI-2012,TEQUILA,TIENDAS  CHEDRAUI  S.A. DE C.V.,TIENDA DEPARTAMENTAL,DISTRITO FEDERAL,True
1197,NOM-006-SCFI-2012,TEQUILA,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,DISTRITO FEDERAL,True
1198,NOM-142-SSA1-1995,TEQUILA,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,DISTRITO FEDERAL,True
1199,NOM-015-SCFI-2007,JUGUETES,TIENDAS CHEDRAUI  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1200,NOM-015-SCFI-2007,JUGUETES,BODEGA AURRERA Y/O NUEVA WAL MAR DE MEXICO DE S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1201,NOM-015-SCFI-2007,MUÑECOS,WAL MART SUPER CENTER  Y/O NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1202,NOM-015-SCFI-2007,JUGUETES,TIENDAS SORIANA SA. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1203,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA DUENDY,ZAPATERIA,CHIAPAS,True
1204,NOM-015-SCFI-2007,JUGUETES,DISTRIBUIDORA JUGUETRON   S.A. DE C.V.,JUGUETERIA,CHIAPAS,True
1205,NOM-015-SCFI-2007,JUGUETES,DISTRIBUIDORA LIVERPOOL S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIAPAS,True
1206,NOM-015-SCFI-2007,JUGUETES,MIXUP MUSIC STORE,TIENDA DEPARTAMENTAL,CHIAPAS,True
1207,NOM-024-SCFI-2013,ACCESORIOS ELECTRICOS,GAMERS RETAIL STORES,CENTROS DE DIVERSION,CHIAPAS,True
1208,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,True
1209,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TIENDAS EXTRA  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,True
1210,NOM-086-SCFI-2010,LLANTAS PARA AUTOMOVILES,NEGOCIOS AVANTE  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,CHIAPAS,True
1211,NOM-004-SCFI-2006,ROPA,SAN PER,PRENDAS DE VESTIR,CHIAPAS,False
1212,NOM-004-SCFI-2006,ROPA,MAXIMA,PRENDAS DE VESTIR,CHIAPAS,True
1213,NOM-004-SCFI-2006,ROPA,FIXION,PRENDAS DE VESTIR,CHIAPAS,True
1215,NOM-004-SCFI-2006,PRENDAS DE VESTIR,EL CLOSET DE CONSTANTINE BOUTIQUE,BOUTIQUE,CHIAPAS,False
1216,NOM-004-SCFI-2006,ROPA,SANTORY INTERNACIONAL,PRENDAS DE VESTIR,CHIAPAS,True
1218,NOM-142-SSA1-1995,BRANDY,SUPER CAVA VINOS Y LICORES,BEBIDAS ALCOHOLICAS,CHIAPAS,True
1219,NOM-020-SCFI-1997,ZAPATOS,4,ARTICULOS DE PIEL,CHIAPAS,True
1220,NOM-004-SCFI-2006,ROPA,MUJER REAL,ARTICULOS DE PIEL,CHIAPAS,True
1221,NOM-004-SCFI-2006,PRENDAS DE VESTIR,LV- LORENA VELARDE FASHION BOUTIQUE,PRENDAS DE VESTIR,CHIAPAS,False
1222,NOM-004-SCFI-2006,PRENDAS DE VESTIR,LEGALY STORE,PRENDAS DE VESTIR,CHIAPAS,False
1223,NOM-004-SCFI-2006,PELUCHE,SNOOPY  PELUCHES  REGALOS Y DETALLES,REGALOS,CHIAPAS,True
1224,NOM-050-SCFI-2004,CHOCOLATE,DULCERIA EL MOLINO,REGALOS,CHIAPAS,True
1225,NOM-004-SCFI-2006,CINTURON DE PIEL,MICHELLE ACCSORIOS,REGALOS,CHIAPAS,True
1226,NOM-004-SCFI-2006,PELUCHE,LA CASA DE LOS ANGELES,REGALOS,CHIAPAS,True
1227,NOM-084-SCFI-1994,PRODUCTOS ALIMENTICIOS,CADENA COMERCIAL OXXO  S.A DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,True
1228,NOM-084-SCFI-1994,ATUN,TIENDAS SORIANA S.A. DE C.V.,ABARROTES,CHIAPAS,True
1229,NOM-084-SCFI-1994,ATUN,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,True
1230,NOM-004-SCFI-2006,PRENDAS DE VESTIR,TIENDAS CHEDRAUI S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1231,NOM-004-SCFI-2006,TRAJE DE BAÑO,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1232,NOM-004-SCFI-2006,PRENDAS DE VESTIR,HANG TEN,PRENDAS DE VESTIR,CHIAPAS,True
1233,NOM-004-SCFI-2006,TRAJE DE BAÑO,OPERADORA LOB  S.A. DE C.V.,PRENDAS DE VESTIR,CHIAPAS,True
1234,NOM-004-SCFI-2006,ROPA DE PLAYA,MI BODEGA AURRERA TONALA,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1235,NOM-004-SCFI-2006,ROPA DE PLAYA,COPPEL  S.A DE C.V.,MUEBLERIA,CHIAPAS,True
1236,NOM-004-SCFI-2006,PRENDAS DE VESTIR,ELECZION Y/O TIENDAS VIZION GOLFO S. DE R.L. DE C.V.,ROPA PARA DAMA,CHIAPAS,True
1237,NOM-084-SCFI-1994,ATUN,SUPER WILLYS  S.A DE C.V,ABARROTES,CHIAPAS,True
1238,NOM-004-SCFI-2006,TRAJE DE BAÑO,C&A  MEXICO S. DE R.L.,PRENDAS DE VESTIR,CHIAPAS,True
1239,NOM-004-SCFI-2006,ROPA DE PLAYA,MACAO  WOMAN SHOP,PRENDAS DE VESTIR,CHIAPAS,True
1240,NOM-004-SCFI-2006,PRENDAS DE VESTIR,TIENDA DE ROPA HEROïS,VESTIDOS DE NOVIA,CHIAPAS,True
1241,NOM-004-SCFI-2006,ROPA DE PLAYA,BAYGAM  S.A. DE C.V.,PRENDAS DE VESTIR,CHIAPAS,True
1242,NOM-004-SCFI-2006,ROPA DE PLAYA,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. Y/O MI BODEGA AURRERA,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1243,NOM-004-SCFI-2006,PRENDAS DE VESTIR,ALMACENES PRINCIPADO DE VERACRUZ S.A. DE C.V.,TEXTILES,CHIAPAS,True
1244,NOM-004-SCFI-2006,PRENDAS DE VESTIR,VERTICHE  Y/O COMERCIAL IAC  S.A. DE C.V.,PRENDAS DE VESTIR,CHIAPAS,True
1245,NOM-004-SCFI-2006,PRENDAS DE VESTIR,MELODY  Y/O POR DISITINCION  S.A. DE C.V.,PRENDAS DE VESTIR,CHIAPAS,True
1246,NOM-004-SCFI-2006,ROPA DE PLAYA,BOUTIQUE SQUALO,PRENDAS DE VESTIR,CHIAPAS,True
1247,NOM-051-SCFI/SSA1-2010,EMBUTIDOS,MI BODEGA AURRERA,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1248,NOM-051-SCFI/SSA1-2010,EMBUTIDOS,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,True
1249,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA CAPA DE OZONO,ZAPATERIA,CHIAPAS,True
1250,NOM-004-SCFI-2006,ROPA DE PLAYA,COPPEL  S.A. DE C.V.,ZAPATERIA,CHIAPAS,True
1251,NOM-004-SCFI-2006,TRAJE DE BAÑO,SUBURBIA  S.R.L. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1252,NOM-004-SCFI-2006,ROPA DE PLAYA,MACAO WOMAN SHOP,PRENDAS DE VESTIR,CHIAPAS,True
1254,NOM-024-SCFI-2013,VIDEO JUEGO,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIAPAS,True
1255,NOM-024-SCFI-2013,ACCESORIOS ELECTRONICOS,OFFICE DEPOT DE MEXICO  S.A DE C.V.,PAPELERIA,CHIAPAS,True
1256,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA FERNANDA,ZAPATERIA,CHIAPAS,True
1258,NOM-004-SCFI-2006,ROPA INFANTIL,ROGELY MODA INFANTIL,AUTOFINANCIAMIENTO,CHIAPAS,True
1259,NOM-004-SCFI-2006,ROPA INFANTIL,AHORRARA DE TUXTLA S.A DE C.V,PRENDAS DE VESTIR,CHIAPAS,True
1260,NOM-024-SCFI-2013,VIDEO JUEGO,ELEKTRA DEL MILENIO  S.A. DE C.V.,REPARACION DE APARATOS ELECTRICOS,CHIAPAS,True
1262,NOM-024-SCFI-2013,ACCESORIOS ELECTRONICOS,OFFICE DEPOT DE MEXICO  S.A. DE  C.V.,PAQUETERIA,CHIAPAS,True
1263,NOM-004-SCFI-2006,ROPA INFANTIL,ALMACENES EL VOLCAN S.A. DE C.V.,PRENDAS DE VESTIR,CHIAPAS,True
1264,NOM-020-SCFI-1997,ZAPATOS,ZACHITUX  S.A. DE C.V.,ZAPATERIA,CHIAPAS,True
1265,NOM-004-SCFI-2006,ROPA INFANTIL,ROPA INFANTIL CAMILA,ZAPATERIA,CHIAPAS,True
1266,NOM-015-SCFI-2007,JUGUETES,JUGUETERIA EL PLANETA,JUGUETERIA,CHIAPAS,True
1267,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA INFANTIL PAï PEQUES,ZAPATERIA,CHIAPAS,True
1268,NOM-015-SCFI-2007,JUGUETES,DISTRIBUIDORA JUGUETRON S.A. DE C.V.,JUGUETERIA,CHIAPAS,True
1269,NOM-004-SCFI-2006,ROPA INFANTIL,MI BODEGA AURRERA Y/O NUEVA WALMART DE MEXICO S. DE R.L. DE CV.,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1270,NOM-004-SCFI-2006,PRENDAS DE VESTIR,VERTICHE,PRENDAS DE VESTIR,CHIAPAS,True
1271,NOM-004-SCFI-2006,PRENDAS DE VESTIR,MISHU BEST SHOP,PRENDAS DE VESTIR,CHIAPAS,True
1272,NOM-020-SCFI-1997,PRENDAS DE VESTIR,MISHU BEST SHOP,PRENDAS DE VESTIR,CHIAPAS,True
1273,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA LA JOYA,ZAPATERIA,CHIAPAS,True
1274,NOM-004-SCFI-2006,PRENDAS DE VESTIR,BOUTIQUE JULIO,PRENDAS DE VESTIR,CHIAPAS,True
1275,NOM-020-SCFI-1997,ARTICULOS DE PIEL,SANBORN HERMANOS  S.A.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CHIAPAS,True
1276,NOM-004-SCFI-2006,PRENDAS DE VESTIR,BOUTIQUE IVONNE,PRENDAS DE VESTIR,CHIAPAS,True
1277,NOM-004-SCFI-2006,PRENDAS DE VESTIR,LINEAS Y/O JULY A  S.A DE C.V.,PRENDAS DE VESTIR,CHIAPAS,True
1278,NOM-141-SSA1/SCFI-2012,COSMETICOS,EL MUNDO DE LA FANTASIA,REGALOS,CHIAPAS,True
1279,NOM-020-SCFI-1997,ZAPATOS,SEARS OPERADORA DE MEXICO  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIAPAS,True
1281,NOM-004-SCFI-2006,PRENDAS DE VESTIR,VERTICHE Y/O COMERCIAL IAC  S.A DE C.V.,PRENDAS DE VESTIR,CHIAPAS,True
1282,NOM-004-SCFI-2006,PRENDAS DE VESTIR,LIZ MINELLI,TIENDA DEPARTAMENTAL,CHIAPAS,True
1283,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MI BODEGA AURRERA,TIENDA DE AUTOSERVICIO,CHIAPAS,True
1284,NOM-004-SCFI-2006,ROPA CABALLERO,CUATRO KF,PRENDAS DE VESTIR,CHIAPAS,True
1285,NOM-004-SCFI-2006,ROPA CABALLERO,HANG TEN,PRENDAS DE VESTIR,CHIAPAS,True
1286,NOM-020-SCFI-1997,ZAPATOS,EUROMODAS,ZAPATERIA,CHIAPAS,True
1287,NOM-024-SCFI-2013,APARATOS ELECTRONICOS,RADIO SHACK  DE MEXICO  S.A DE C.V.,PRODUCTOS ELECTRODOMESTICOS,CHIAPAS,True
1288,NOM-020-SCFI-1997,ZAPATOS,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIAPAS,True
1289,NOM-004-SCFI-2006,ROPA CABALLERO,PIRMA BRASIL,ROPA DEPORTIVA,CHIAPAS,True
1290,NOM-020-SCFI-1997,ZAPATOS,FLEXI ZAPATERIA,ZAPATERIA,CHIAPAS,True
1291,NOM-020-SCFI-1997,ZAPATOS,GOOCA SHOES,ZAPATERIA,CHIAPAS,True
1292,NOM-020-SCFI-1997,ARTICULOS DE PIEL,NOVEDADES Y REGALOS GABY,NOVEDADES Y FANTASIAS,CHIAPAS,True
1293,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA JESSY,ZAPATERIA,CHIAPAS,True
1294,NOM-020-SCFI-1997,ZAPATOS,DISTRIBUIDORA LIVERPOOL S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIAPAS,True
1295,NOM-033-SCFI-1994,JOYERIA,JOYERIA GUTIERREZ,JOYERIA,CHIAPAS,True
1296,NOM-033-SCFI-1994,JOYERIA,MULLER JOYAS  S.A. DE C.V.,JOYERIA,CHIAPAS,True
1297,NOM-033-SCFI-1994,JOYERIA,GRUPO MERAG  S.A. DE C.V.,ZAPATERIA,CHIAPAS,True
1298,NOM-033-SCFI-1994,JOYERIA,JOYERIA BIZZARRO  Y/O GRUPO DAISA  S.A. DE C.V.,JOYERIA,CHIAPAS,True
1299,NOM-033-SCFI-1994,JOYERIA,CONSORCIO JOYERO M&G  S.A. DE C.V.,JOYERIA,CHIAPAS,True
1300,NOM-033-SCFI-1994,JOYERIA,JOYERIA KISVET,JOYERIA,CHIAPAS,True
1301,NOM-033-SCFI-1994,JOYERIA,ROCCAïS JOYERIA  S.A. DE C.V.,JOYERIA,CHIAPAS,True
1302,NOM-020-SCFI-1997,ZAPATOS,TOXIC  S.A DE C.V.,ZAPATERIA,CHIAPAS,True
1303,NOM-050-SCFI-2004,ROPA,COPPEL ZARAGOZA,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CHIHUAHUA,True
1304,NOM-004-SCFI-2006,ROPA,COSTCO CIUDAD JUAREZ 755,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1305,NOM-015-SCFI-2007,ROPA,COSTCO CIUDAD JUAREZ 755,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1306,NOM-004-SCFI-2006,ROPA,DISTRIBUIDORA LIVERPOOL S.A. DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CHIHUAHUA,True
1307,NOM-015-SCFI-2007,ROPA,DISTRIBUIDORA LIVERPOOL S.A. DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CHIHUAHUA,True
1308,NOM-004-SCFI-2006,ROPA,SEARS OPERADORA M¿XICO  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,True
1309,NOM-015-SCFI-2007,ROPA,SEARS OPERADORA M¿XICO  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,True
1310,NOM-004-SCFI-2006,ROPA CABALLERO,ALDO CONTI,BOUTIQUE,CHIHUAHUA,True
1311,NOM-051-SCFI/SSA1-2010,ALIMENTOS PREPARADOS,ALMACENES DISTRIBUIDORES DE LA FRONTERA,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1312,NOM-004-SCFI-2006,ROPA,NUEVA WALMART DE MEXICO S DE RL DE CV,TIENDA DEPARTAMENTAL,CHIHUAHUA,True
1313,NOM-051-SCFI/SSA1-2010,PRODUCTOS ENLATADOS,ABARROTES COSTA RICA,ABARROTES,CHIHUAHUA,True
1314,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES LA NORTEÑA,ABARROTES,CHIHUAHUA,True
1315,NOM-050-SCFI-2004,ARTICULOS DEL HOGAR,TIENDAS SORIANA SA DE CV,TIENDAS DE CONVENIENCIA,CHIHUAHUA,True
1316,NOM-024-SCFI-2013,APARATOS ELECTRICOS,VILLARREAL MULTIBASIC,MUEBLERIA,CHIHUAHUA,True
1317,NOM-051-SCFI/SSA1-2010,JUGOS,MAYOREO GARAY,ABARROTES,CHIHUAHUA,True
1318,NOM-051-SCFI/SSA1-2010,BEBIDAS,MAYOREO GARAY,ABARROTES,CHIHUAHUA,True
1319,NOM-050-SCFI-2004,ACCESORIOS PARA PIEL Y CALZADO,CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1320,NOM-050-SCFI-2004,DETERGENTE LIQUIDO,CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1321,NOM-024-SCFI-2013,APARATOS ELECTRICOS,MUEBLERIAS FUTURAMA   S.A. DE C.V.,MUEBLERIA,CHIHUAHUA,True
1322,NOM-051-SCFI/SSA1-2010,ALIMENTOS PREPARADOS,TIENDAS EXTRA SA DE CV,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1323,NOM-051-SCFI/SSA1-2010,AGUA  PURIFICADA,DEL RIO,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1324,NOM-051-SCFI/SSA1-2010,ALIMENTOS PREPARADOS,ABARROTES ARACELY,ABARROTES,CHIHUAHUA,True
1325,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIHUAHUA,True
1326,NOM-006-SCFI-2012,TEQUILA REPOSADO,MARIACHUCHENA MEXICAN CUISINE,RESTAURANTE,CHIHUAHUA,True
1327,NOM-050-SCFI-2004,MATERIALES P/CONSTRUCCION,FERRE GONZA,FERRETERIA,CHIHUAHUA,True
