,NORMA OFICIAL MEXICANA VERIFICADA,TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,GIRO COMERCIAL,ENTIDAD,CUMPLIO?
19807,NOM-024-SCFI-2013,APARATOS ELECTRODOMESTICOS,ELECTROMUEBLES MONTERREY,MUEBLERIA,NUEVO LEON,True
19809,NOM-050-SCFI-2004,ARTICULOS  DE LIMPIEZA,MAXI CLEAN  S.ADE C.V,SIN GIRO ESPECIFICO,NUEVO LEON,True
19811,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,SUPER LA SILLA  Y/O SUPER A LA SILLA  S.A. DE C.V.,ABARROTES,NUEVO LEON,True
19813,NOM-024-SCFI-2013,ACCESORIOS ELECTRICOS,COMERCIAL QL  S.A DE C.V,SIN GIRO ESPECIFICO,NUEVO LEON,True
19814,NOM-004-SCFI-2006,ROPA,NOVEDADES DïJUANY,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19816,NOM-004-SCFI-2006,ROPA CABALLERO,BONETERA EL ARCO,BONETERIA,NUEVO LEON,True
19817,NOM-142-SSA1-1995,VINO TINTO,VINOS DEL MUNDO Y/O ALEJANDRO LOPEZ GRADAS,VINOS Y LICORES,NUEVO LEON,True
19818,NOM-050-SCFI-2004,ARTICULOS  DE LIMPIEZA,ORGANIZACION CARVIL S.A. DE C.V.,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19820,NOM-004-SCFI-2006,ROPA,COMPRA VENTA DE ROPA,PRENDAS DE VESTIR,NUEVO LEON,True
19822,NOM-051-SCFI/SSA1-2010,PRODUCTOS ENLATADOS,DELI CARNES,CARNICERIA,NUEVO LEON,True
19823,NOM-051-SCFI/SSA1-2010,JUGOS,DELI CARNES,CARNICERIA,NUEVO LEON,True
19824,NOM-050-SCFI-2004,ACCESORIOS PARA DAMA,BEADS & GEMS,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19826,NOM-050-SCFI-2004,SIN ESPECIFICAR,SIMONE,SIN GIRO ESPECIFICO,NUEVO LEON,True
19827,NOM-004-SCFI-2006,ROPA,LA CASA DEL VAQUERO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19828,NOM-020-SCFI-1997,ACCESORIOS PARA CABALLERO,LA CASA DEL VAQUERO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19830,NOM-050-SCFI-2004,SIN ESPECIFICAR,CENTRAL DE TV Y RADIO  S.A. DE C.V.,MATERIAL ELECTRICO,NUEVO LEON,True
19831,NOM-004-SCFI-2006,ROPA,MAYOREO DEL BEBE,PRENDAS DE VESTIR,NUEVO LEON,True
19832,NOM-004-SCFI-2006,ROPA,EL PASILLO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19833,NOM-004-SCFI-2006,ROPA,INTIMA,CORSETERIA Y LENCERIA,NUEVO LEON,True
19834,NOM-020-SCFI-1997,ZAPATOS,SHOE WORLD,ZAPATERIA,NUEVO LEON,True
19835,NOM-004-SCFI-2006,ROPA INFANTIL,BOUTIQUE MARIANA,BOUTIQUE,NUEVO LEON,True
19837,NOM-050-SCFI-2004,SIN ESPECIFICAR,REFACCIONARIA NOYA,REFACCIONARIA AUTOMOTRIZ,NUEVO LEON,True
19838,NOM-004-SCFI-2006,ROPA,SENSACION,SIN GIRO ESPECIFICO,NUEVO LEON,True
19839,NOM-004-SCFI-2006,ROPA,LOBO DE MAR,BOUTIQUE,NUEVO LEON,True
19840,NOM-004-SCFI-2006,ROPA,LA TIENDA NUEVA,PRENDAS DE VESTIR,NUEVO LEON,True
19841,NOM-004-SCFI-2006,ARTICULOS PARA DECORACION,ENLACES TEXTILES  S.A DE C.V Y/O MEJTEK,SIN GIRO ESPECIFICO,NUEVO LEON,True
19842,NOM-024-SCFI-2013,LAMPARAS,ILUMINACION RESIDENCIAL,REPARACION DE APARATOS ELECTRICOS,NUEVO LEON,True
19843,NOM-004-SCFI-2006,ROPA,DïGALA MODA HOMBRE .,CALZADO,NUEVO LEON,True
19844,NOM-024-SCFI-2013,JUGUETES,VENUS,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19845,NOM-050-SCFI-2004,ARTICULOS PARA DECORACION,VENUS,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19848,NOM-004-SCFI-2006,ROPA,GABY ZAPATERIA Y BOUTIQUE,BOUTIQUE,NUEVO LEON,True
19849,NOM-020-SCFI-1997,ZAPATOS,GABY ZAPATERIA Y BOUTIQUE,BOUTIQUE,NUEVO LEON,True
19850,NOM-050-SCFI-2004,SIN ESPECIFICAR,DISTRIBUIDORA DE FILTROS FYR S.A. DE C.V.,SIN GIRO ESPECIFICO,NUEVO LEON,True
19851,NOM-004-SCFI-2006,ROPA,ATREVIDA LENCERIA,PRENDAS DE VESTIR,NUEVO LEON,True
19852,NOM-050-SCFI-2004,ACCESORIOS P/ TELEFONO CELULAR,CTS,PRODUCTOS ELECTRICOS,NUEVO LEON,True
19853,NOM-004-SCFI-2006,ROPA,BOUTIK YALII,ROPA PARA DAMA,NUEVO LEON,True
19854,NOM-004-SCFI-2006,ROPA,MAYOREO 2000  Y/O MARIA DEL SOCORRO HERNANDEZ IZQUIERDO,PRENDAS DE VESTIR,NUEVO LEON,True
19855,NOM-050-SCFI-2004,SIN ESPECIFICAR,KTM,SIN GIRO ESPECIFICO,NUEVO LEON,True
19856,NOM-004-SCFI-2006,ROPA,"NOVEDADES Y REGALOS "" LA SIRENITA""    Y/O AMELIA SEGUNDO VAZQUEZ",NOVEDADES Y FANTASIAS,NUEVO LEON,True
19857,NOM-020-SCFI-1997,ZAPATOS,NINE WEST,SIN GIRO ESPECIFICO,NUEVO LEON,True
19858,NOM-033-SCFI-1994,ARTICULOS DE PLATA,PLATAX & CO.,JOYERIA,NUEVO LEON,True
19859,NOM-015-SCFI-2007,JUGUETES,EPICLAND,SIN GIRO ESPECIFICO,NUEVO LEON,True
19860,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA BULL RIDERS BOOT'S,ZAPATERIA,NUEVO LEON,True
19861,NOM-024-SCFI-2013,LAMPARAS,CANDILERAMA,SIN GIRO ESPECIFICO,NUEVO LEON,True
19862,NOM-050-SCFI-2004,LLAVEROS,CASA ORTIZ DE MONTERREY  S.A DE C.V,PRENDAS DE VESTIR,NUEVO LEON,True
19863,NOM-020-SCFI-1997,ARTICULOS DE PAPELERIA,CASA ORTIZ DE MONTERREY  S.A DE C.V,PRENDAS DE VESTIR,NUEVO LEON,True
19864,NOM-004-SCFI-2006,ARTICULOS ESCOLARES,CASA ORTIZ DE MONTERREY  S.A DE C.V,PRENDAS DE VESTIR,NUEVO LEON,True
19865,NOM-024-SCFI-2013,LAMPARAS,CASA ORTIZ DE MONTERREY  S.A DE C.V,PRENDAS DE VESTIR,NUEVO LEON,True
19866,NOM-020-SCFI-1997,ZAPATOS,JEAN PAUL ZAPATERIA,ZAPATERIA,NUEVO LEON,False
19867,NOM-004-SCFI-2006,ZAPATOS,ANGELUS BOLSAS Y NOVEDADES,SIN GIRO ESPECIFICO,NUEVO LEON,False
19868,NOM-020-SCFI-1997,ZAPATOS,LA ARGENTINA PLAZA,PRENDAS DE VESTIR,NUEVO LEON,True
19869,NOM-004-SCFI-2006,ROPA,LA ARGENTINA PLAZA,PRENDAS DE VESTIR,NUEVO LEON,True
19870,NOM-020-SCFI-1997,ZAPATOS,FERRI ZAPATOS  S.A DE C.V,ZAPATERIA,NUEVO LEON,False
19871,NOM-020-SCFI-1997,ZAPATOS,ALEXA ZAPATERIAS,ZAPATERIA,NUEVO LEON,True
19872,NOM-004-SCFI-2006,ROPA,LA ARGENTINA MORELOS,ZAPATERIA,NUEVO LEON,True
19873,NOM-020-SCFI-1997,ZAPATOS,LA ARGENTINA MORELOS,ZAPATERIA,NUEVO LEON,True
19874,NOM-020-SCFI-1997,ACCESORIOS PARA CABALLERO,ZALAN ZAPATERIA,ZAPATERIA,NUEVO LEON,True
19875,NOM-004-SCFI-2006,ROPA,DIKE,PRENDAS DE VESTIR,NUEVO LEON,True
19876,NOM-004-SCFI-2006,ROPA,BEATRIZ BOUTIQUE,PRENDAS DE VESTIR,NUEVO LEON,True
19877,NOM-020-SCFI-1997,ZAPATOS,QUINTO PISO,ZAPATERIA,NUEVO LEON,True
19878,NOM-033-SCFI-1994,JOYERIA,GARZA Y GARZA JOYAS Y RELOJES,JOYERIA,NUEVO LEON,True
19880,NOM-004-SCFI-2006,PRENDAS DE VESTIR,BAM BELI,SIN GIRO ESPECIFICO,NUEVO LEON,True
19881,NOM-004-SCFI-2006,SIN ESPECIFICAR,LA REFORMA,PRENDAS DE VESTIR,NUEVO LEON,True
19882,NOM-004-SCFI-2006,ROPA,TOPP'S,PRENDAS DE VESTIR,NUEVO LEON,True
19883,NOM-020-SCFI-1997,ACCESORIOS PARA CABALLERO,TOPP'S,PRENDAS DE VESTIR,NUEVO LEON,True
19884,NOM-015-SCFI-2007,JUGUETES,DIVERTI JUGUETES Y REGALOS,TIENDA DEPARTAMENTAL,NUEVO LEON,True
19885,NOM-020-SCFI-1997,ZAPATOS,OUTLET DEL CALZADO,ZAPATERIA,NUEVO LEON,True
19886,NOM-024-SCFI-2013,TELEFONOS CELULARES,ZONA CELULAR,SIN GIRO ESPECIFICO,NUEVO LEON,True
19887,NOM-004-SCFI-2006,ROPA,LA AURORA,PRENDAS DE VESTIR,NUEVO LEON,True
19888,NOM-020-SCFI-1997,CINTURON DE PIEL,CASA MORENO,PRENDAS DE VESTIR,NUEVO LEON,False
19889,NOM-004-SCFI-2006,ROPA,CASA MORENO,PRENDAS DE VESTIR,NUEVO LEON,True
19890,NOM-004-SCFI-2006,ROPA CABALLERO,DEL SOL  Y/O GRUPO COMERCIAL CONTROL  S.A. DE C.V.,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19891,NOM-024-SCFI-2013,APARATOS ELECTRICOS,DEL SOL  Y/O GRUPO COMERCIAL CONTROL  S.A. DE C.V.,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19892,NOM-050-SCFI-2004,SIN ESPECIFICAR,DEL SOL  Y/O GRUPO COMERCIAL CONTROL  S.A. DE C.V.,NOVEDADES Y FANTASIAS,NUEVO LEON,True
19893,NOM-142-SSA1-1995,WHISKY ESCOCES,INDIO AZTECA  Y/O FELIPE GONZALEZ GONZALEZ,BAR,NUEVO LEON,True
19894,NOM-006-SCFI-2012,TEQUILA,RANCHO VIEJO RESTAURANT BAR,RESTAURANT-BAR,NUEVO LEON,True
19895,NOM-142-SSA1-1995,WHISKY,RANCHO VIEJO RESTAURANT BAR,RESTAURANT-BAR,NUEVO LEON,True
19896,NOM-006-SCFI-2012,TEQUILA,JACK,CENTRO NOCTURNO,NUEVO LEON,True
19897,NOM-142-SSA1-1995,WHISKY,JACK,CENTRO NOCTURNO,NUEVO LEON,True
19898,NOM-004-SCFI-2006,ROPA,TODO TRIATLON,BOUTIQUE,NUEVO LEON,True
19899,NOM-050-SCFI-2004,LENTES,TODO TRIATLON,BOUTIQUE,NUEVO LEON,True
19900,NOM-142-SSA1-1995,WHISKY,HORNO 400 PIZZERIA - BAR,SIN GIRO ESPECIFICO,NUEVO LEON,True
19901,NOM-006-SCFI-2012,TEQUILA,HORNO 400 PIZZERIA - BAR,SIN GIRO ESPECIFICO,NUEVO LEON,True
19902,NOM-142-SSA1-1995,WHISKY,EL PORFIRIATO BAR - RESTAURANTE MEXICANO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19903,NOM-006-SCFI-2012,TEQUILA,EL PORFIRIATO BAR - RESTAURANTE MEXICANO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19904,NOM-006-SCFI-2012,TEQUILA,LA BARCA LINDA VISTA,BAR,NUEVO LEON,True
19905,NOM-142-SSA1-1995,WHISKY,LA BARCA LINDA VISTA,BAR,NUEVO LEON,True
19906,NOM-006-SCFI-2012,TEQUILA,EL MORFOS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19907,NOM-142-SSA1-1995,WHISKY,EL MORFOS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19909,NOM-006-SCFI-2012,TEQUILA,LA MACARENA,RESTAURANT-BAR,NUEVO LEON,True
19910,NOM-050-SCFI-2004,TIENDA DE MASCOTAS,PETCO,ALIMENTOS PARA ANIMALES,NUEVO LEON,True
19911,NOM-024-SCFI-2013,TELEFONOS CELULARES,PHONE CITY,TELEFONIA CELULAR,NUEVO LEON,True
19912,NOM-050-SCFI-2004,ACCESORIOS P/ TELEFONO CELULAR,PHONE CITY,TELEFONIA CELULAR,NUEVO LEON,False
19913,NOM-004-SCFI-2006,ROPA INFANTIL,SAIDE,SIN GIRO ESPECIFICO,NUEVO LEON,True
19914,NOM-004-SCFI-2006,ROPA,CUATRO KF  Y/O COMERCIALIZADORA ALMACENES GARCIA DE MEXICO   S.A. DE C.V.,BOUTIQUE,NUEVO LEON,True
19915,NOM-004-SCFI-2006,ROPA,VITTORIO FORTI,PRENDAS DE VESTIR,NUEVO LEON,True
19916,NOM-004-SCFI-2006,ROPA,SOLET TALLAS EXTRAS,PRENDAS DE VESTIR,NUEVO LEON,True
19917,NOM-020-SCFI-1997,ZAPATOS,BEMA ZAPATERIAS,ZAPATERIA,NUEVO LEON,True
19919,NOM-004-SCFI-2006,ROPA,ELEGANCE,BOUTIQUE,NUEVO LEON,True
19921,NOM-004-SCFI-2006,ROPA CABALLERO,SPORTS & CAPS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19922,NOM-004-SCFI-2006,ACCESORIOS PARA CABALLERO,SPORTS & CAPS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19923,NOM-020-SCFI-1997,ZAPATOS,ECLIPSE ZAPATERIA,ZAPATERIA,NUEVO LEON,True
19925,NOM-020-SCFI-1997,ACCESORIOS PARA CABALLERO,CASA ORTIZ,ARTICULOS DE PIEL,NUEVO LEON,True
19926,NOM-050-SCFI-2004,ACCESORIOS PARA CABALLERO,CASA ORTIZ,ARTICULOS DE PIEL,NUEVO LEON,True
19927,NOM-004-SCFI-2006,ROPA CABALLERO,LAXMI,PRENDAS DE VESTIR,NUEVO LEON,True
19928,NOM-004-SCFI-2006,ROPA,ARTE EGIPCIO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19929,NOM-050-SCFI-2004,ACCESORIOS PARA DAMA,ARTE EGIPCIO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19931,NOM-004-SCFI-2006,ROPA CABALLERO,KUEROS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19933,NOM-020-SCFI-1997,ZAPATOS,EDDY SHOES,ZAPATERIA,NUEVO LEON,True
19935,NOM-050-SCFI-2004,ART. DE PERFUMERIA Y BELLEZA,AGUILLON,BOUTIQUE,NUEVO LEON,True
19936,NOM-050-SCFI-2004,ARTICULOS DE BELLEZA,AGUILLON,BOUTIQUE,NUEVO LEON,True
19937,NOM-004-SCFI-2006,ROPA CABALLERO,ADRENALINA,SIN GIRO ESPECIFICO,NUEVO LEON,False
19939,NOM-004-SCFI-2006,ACCESORIOS PARA CABALLERO,ADRENALINA,SIN GIRO ESPECIFICO,NUEVO LEON,False
19942,NOM-050-SCFI-2004,ACCESORIOS PARA DAMA,COLLAGE,BOUTIQUE,NUEVO LEON,True
19944,NOM-033-SCFI-1994,JOYERIA,LA ESMERALDA JOYERIA,JOYERIA,NUEVO LEON,True
19945,NOM-020-SCFI-1997,ZAPATOS,MAS ALTO MASSIMO RANDO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19946,NOM-020-SCFI-1997,ZAPATOS,RED BERRY,SIN GIRO ESPECIFICO,NUEVO LEON,True
19948,NOM-050-SCFI-2004,SIN ESPECIFICAR,ZURICH,SIN GIRO ESPECIFICO,NUEVO LEON,True
19949,NOM-004-SCFI-2006,ROPA,CASA MORENO,ROPA PARA CABALLERO,NUEVO LEON,True
19951,NOM-050-SCFI-2004,ARTICULOS DE FERRETERIA,NOBLE HOUSE,SIN GIRO ESPECIFICO,NUEVO LEON,True
19952,NOM-050-SCFI-2004,ACCESORIOS PARA CABALLERO,NOBLE HOUSE,SIN GIRO ESPECIFICO,NUEVO LEON,True
19953,NOM-020-SCFI-1997,ZAPATOS,JEAN PIERRE,SIN GIRO ESPECIFICO,NUEVO LEON,True
19954,NOM-004-SCFI-2006,ROPA,VERO SOLIS,SIN GIRO ESPECIFICO,NUEVO LEON,False
19958,NOM-004-SCFI-2006,ROPA,JULIO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19959,NOM-004-SCFI-2006,ZAPATOS,JULIO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19960,NOM-004-SCFI-2006,ROPA CABALLERO,GUESS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19962,NOM-024-SCFI-2013,ACCESORIOS ELECTRICOS,MACSTORE,SIN GIRO ESPECIFICO,NUEVO LEON,True
19963,NOM-050-SCFI-2004,ACCESORIOS P/ TELEFONO CELULAR,MACSTORE,SIN GIRO ESPECIFICO,NUEVO LEON,True
19964,NOM-004-SCFI-2006,ROPA CABALLERO,TOMMY HILFIGER,ROPA PARA CABALLERO,NUEVO LEON,True
19965,NOM-024-SCFI-2013,TELEFONOS CELULARES,BEST BUY,SIN GIRO ESPECIFICO,NUEVO LEON,True
19966,NOM-050-SCFI-2004,ACCESORIOS P/ TELEFONO CELULAR,BEST BUY,SIN GIRO ESPECIFICO,NUEVO LEON,True
19967,NOM-004-SCFI-2006,ROPA,ZARA,ROPA PARA DAMA,NUEVO LEON,True
19968,NOM-020-SCFI-1997,ACCESORIOS PARA CABALLERO,ZARA,ROPA PARA DAMA,NUEVO LEON,True
19969,NOM-024-SCFI-2013,ACCESORIOS ELECTRONICOS,TV TIENDAS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19970,NOM-050-SCFI-2004,ACCESORIOS PARA CABALLERO,TV TIENDAS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19971,NOM-004-SCFI-2006,ROPA,PILI CARRERA,SIN GIRO ESPECIFICO,NUEVO LEON,True
19972,NOM-004-SCFI-2006,ROPA INFANTIL,PILI CARRERA,SIN GIRO ESPECIFICO,NUEVO LEON,True
19973,NOM-004-SCFI-2006,ROPA CABALLERO,EL DIABOLO,ROPA PARA CABALLERO,NUEVO LEON,False
19974,NOM-020-SCFI-1997,ACCESORIOS PARA CABALLERO,PIEL DE TORO,SIN GIRO ESPECIFICO,NUEVO LEON,True
19975,NOM-004-SCFI-2006,ROPA,SULTANES SPORT,SIN GIRO ESPECIFICO,NUEVO LEON,True
19976,NOM-004-SCFI-2006,ACCESORIOS PARA CABALLERO,SULTANES SPORT,SIN GIRO ESPECIFICO,NUEVO LEON,True
19977,NOM-004-SCFI-2006,ROPA,ROBERTïS,SIN GIRO ESPECIFICO,NUEVO LEON,True
19978,NOM-004-SCFI-2006,ROPA,SPRINGFIELD,SIN GIRO ESPECIFICO,NUEVO LEON,True
19979,NOM-020-SCFI-1997,ZAPATOS,SPRINGFIELD,SIN GIRO ESPECIFICO,NUEVO LEON,True
19980,NOM-006-SCFI-2012,TEQUILA,EL TORITO SINALOENSE  .,SIN GIRO ESPECIFICO,NUEVO LEON,True
19981,NOM-142-SSA1-1995,WHISKY,EL TORITO SINALOENSE  .,SIN GIRO ESPECIFICO,NUEVO LEON,True
19982,NOM-006-SCFI-2012,TEQUILA,AMNESIA MENïS CLUB,DISCOTEQUE,NUEVO LEON,True
19983,NOM-142-SSA1-1995,WHISKY ESCOCES,AMNESIA MENïS CLUB,DISCOTEQUE,NUEVO LEON,True
19984,NOM-142-SSA1-1995,WHISKY,MANSAO TEC,BAR,NUEVO LEON,True
19985,NOM-006-SCFI-2012,TEQUILA,MANSAO TEC,BAR,NUEVO LEON,True
19986,NOM-142-SSA1-1995,WHISKY,BAR - RIO,BAR,NUEVO LEON,True
19987,NOM-006-SCFI-2012,TEQUILA,BAR - RIO,BAR,NUEVO LEON,True
19988,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA RUIZ CORTINES  S.A. DE C.V.,DULCERIA,NUEVO LEON,True
19989,NOM-024-SCFI-2013,APARATOS ELECTRICOS,ABASTECIMIENTOS ELECTRONICOS DEL NORTE  S.A DE C.V,REPARACION DE APARATOS ELECTRICOS,NUEVO LEON,True
19990,NOM-050-SCFI-2004,ACCESORIOS PARA AUTOS,ABASTECIMIENTOS ELECTRONICOS DEL NORTE  S.A DE C.V,REPARACION DE APARATOS ELECTRICOS,NUEVO LEON,True
19991,NOM-033-SCFI-1994,JOYERIA,MARRING WEDDING RINGS,JOYERIA,NUEVO LEON,True
19994,NOM-033-SCFI-1994,JOYERIA,BM JOYAS,JOYERIA,NUEVO LEON,True
19996,NOM-033-SCFI-1994,JOYERIA,ESTEFANIA JOYERIA,JOYERIA,NUEVO LEON,True
19997,NOM-033-SCFI-1994,JOYERIA,ANELLI JOYERIA,JOYERIA,NUEVO LEON,True
19999,NOM-033-SCFI-1994,JOYERIA,ETERNITY DIAMONDS,JOYERIA,NUEVO LEON,True
20001,NOM-033-SCFI-1994,JOYERIA,MARIO RAMOS,JOYERIA,NUEVO LEON,True
20002,NOM-033-SCFI-1994,JOYERIA,CARRANZA Y CARRANZA,JOYERIA,NUEVO LEON,True
20004,NOM-050-SCFI-2004,ACCESORIOS PARA AUTOS,LODERAS PERSONALIZADAS S.A. DE C.V.,SIN GIRO ESPECIFICO,NUEVO LEON,True
20005,NOM-050-SCFI-2004,ACCESORIOS PARA DAMA,CASA ORIENTAL,SIN GIRO ESPECIFICO,NUEVO LEON,True
20006,NOM-050-SCFI-2004,SIN ESPECIFICAR,CASA ORIENTAL,SIN GIRO ESPECIFICO,NUEVO LEON,True
20007,NOM-050-SCFI-2004,ACCESORIOS PARA DAMA,HEAVEN,SIN GIRO ESPECIFICO,NUEVO LEON,True
20008,NOM-050-SCFI-2004,ARTICULOS DE BELLEZA,HEAVEN,SIN GIRO ESPECIFICO,NUEVO LEON,True
20009,NOM-004-SCFI-2006,ROPA CABALLERO,LACOSTE,SIN GIRO ESPECIFICO,NUEVO LEON,True
20010,NOM-020-SCFI-1997,ZAPATOS,LACOSTE,SIN GIRO ESPECIFICO,NUEVO LEON,True
20011,NOM-020-SCFI-1997,ZAPATOS,PRADA,SIN GIRO ESPECIFICO,NUEVO LEON,True
20012,NOM-020-SCFI-1997,ZAPATOS,CAMPER,SIN GIRO ESPECIFICO,NUEVO LEON,True
20013,NOM-033-SCFI-1994,JOYERIA,GHIBERTI,JOYERIA,NUEVO LEON,True
20014,NOM-033-SCFI-1994,JOYERIA,MAX,JOYERIA,NUEVO LEON,True
20016,NOM-033-SCFI-1994,JOYERIA,CARUM CASA DE JOYAS,JOYERIA,NUEVO LEON,True
20017,NOM-050-SCFI-2004,JOYERIA DE FANTASIA,GALERIAS EL TRIUNFO S.A. DE C.V.,PRENDAS DE VESTIR,NUEVO LEON,True
20018,NOM-024-SCFI-2013,ARTICULOS PARA DECORACION,GALERIAS EL TRIUNFO S.A. DE C.V.,PRENDAS DE VESTIR,NUEVO LEON,True
20019,NOM-024-SCFI-2013,ACCESORIOS PARA AUTOS,PROTECH,PRODUCTOS ELECTRICOS,NUEVO LEON,True
20021,NOM-024-SCFI-2013,REFACCIONES,ACUARIUS,ACCESORIOS PARA MASCOTA,NUEVO LEON,True
20022,NOM-050-SCFI-2004,REFACCIONES,ACUARIUS,ACCESORIOS PARA MASCOTA,NUEVO LEON,True
20023,NOM-024-SCFI-2013,REFACCIONES,MAS PARTES SEPULVEDA,SIN GIRO ESPECIFICO,NUEVO LEON,True
20024,NOM-050-SCFI-2004,REFACCIONES,MAS PARTES SEPULVEDA,SIN GIRO ESPECIFICO,NUEVO LEON,True
20025,NOM-004-SCFI-2006,ROPA,MONSE KIDS,SIN GIRO ESPECIFICO,NUEVO LEON,True
20026,NOM-050-SCFI-2004,ACCESORIOS ELECTRICOS,AUTOMOTRIZ Y ELECTRICA FIRO  S.A. DE C.V.,MATERIAL ELECTRICO,NUEVO LEON,True
20027,NOM-024-SCFI-2013,ACCESORIOS ELECTRICOS,AUTOMOTRIZ Y ELECTRICA FIRO  S.A. DE C.V.,MATERIAL ELECTRICO,NUEVO LEON,True
20028,NOM-004-SCFI-2006,MUEBLES PARA EL HOGAR,EL REY COLCHON,SIN GIRO ESPECIFICO,NUEVO LEON,False
20029,NOM-004-SCFI-2006,ROPA,K & L,SIN GIRO ESPECIFICO,NUEVO LEON,True
20031,NOM-004-SCFI-2006,ROPA,JESSY FASHION,BOUTIQUE,NUEVO LEON,True
20032,NOM-004-SCFI-2006,ROPA,OLIVER,BOUTIQUE,NUEVO LEON,True
20033,NOM-004-SCFI-2006,ARTICULOS DEPORTIVOS,NUEVA ITALIA,SIN GIRO ESPECIFICO,NUEVO LEON,True
20035,NOM-024-SCFI-2013,REFACCIONES,APYMSA,REFACCIONARIA AUTOMOTRIZ,NUEVO LEON,True
20036,NOM-050-SCFI-2004,REFACCIONES,APYMSA,REFACCIONARIA AUTOMOTRIZ,NUEVO LEON,True
20037,NOM-033-SCFI-1994,JOYERIA,JOYERIA TAMEZ,JOYERIA,NUEVO LEON,True
20039,NOM-050-SCFI-2004,REFACCIONES,PRODEFSA AUTO PARTES S.A DE C.V,SIN GIRO ESPECIFICO,NUEVO LEON,True
20040,NOM-004-SCFI-2006,ROPA,CASA HECTOR TRAJES,ABARROTES,NUEVO LEON,True
20041,NOM-020-SCFI-1997,ZAPATOS,CASA HECTOR TRAJES,ABARROTES,NUEVO LEON,True
20042,NOM-024-SCFI-2013,VIDEOS- DISCOS COMPACTOS - VIDEO JUEGOS,EMPRETEL Y/O EMPRESAS DE TELECOMUNICACIONES  S.A DE C.V,TELECOMUNICACIONES,NUEVO LEON,True
20043,NOM-050-SCFI-2004,BICICLETAS,EMPRETEL Y/O EMPRESAS DE TELECOMUNICACIONES  S.A DE C.V,TELECOMUNICACIONES,NUEVO LEON,True
20044,NOM-004-SCFI-2006,ROPA,BOUTIQUE SARY,BOUTIQUE,NUEVO LEON,True
20045,NOM-024-SCFI-2013,REFACCIONES,SULTANA INTERNACIONAL  S.A. DE C.V.,REFACCIONARIA AUTOMOTRIZ,NUEVO LEON,True
20047,NOM-050-SCFI-2004,ACCESORIOS PARA BICICLETAS,RIDE MY BIKE.,SIN GIRO ESPECIFICO,NUEVO LEON,True
20049,NOM-024-SCFI-2013,ACCESORIOS ELECTRONICOS,BOSE MULTIMEDIA,SIN GIRO ESPECIFICO,NUEVO LEON,True
20050,NOM-050-SCFI-2004,ACCESORIOS ELECTRICOS,BOSE MULTIMEDIA,SIN GIRO ESPECIFICO,NUEVO LEON,True
20051,NOM-024-SCFI-2013,ACCESORIOS ELECTRICOS,BRICOS,SIN GIRO ESPECIFICO,NUEVO LEON,True
20052,NOM-050-SCFI-2004,ACCESORIOS ELECTRICOS,BRICOS,SIN GIRO ESPECIFICO,NUEVO LEON,True
20053,NOM-004-SCFI-2006,ROPA,CHIC LA BOUTIQUE ACCESORIOS,BOUTIQUE,NUEVO LEON,True
20054,NOM-004-SCFI-2006,ARTICULOS DEPORTIVOS,DEPORTES CANADA,SIN GIRO ESPECIFICO,NUEVO LEON,True
20055,NOM-020-SCFI-1997,ZAPATOS,LA TIENDA NUEVA,ROPA PARA CABALLERO,NUEVO LEON,True
20056,NOM-004-SCFI-2006,ROPA,LA TIENDA NUEVA,ROPA PARA CABALLERO,NUEVO LEON,True
20057,NOM-004-SCFI-2006,ROPA CABALLERO,CAMISERIA MONTERREY,BOUTIQUE,NUEVO LEON,True
20058,NOM-050-SCFI-2004,ARTICULOS DESECHABLES,GRUPO INDUSTRIAL REYMA S.A. DE C.V.,SIN GIRO ESPECIFICO,NUEVO LEON,True
